# cell id, centroid x, centroid y, centroid z, region, subregion, field
11580, 1474202.01, 4935771.41, 0.00, 2, 308, 1126.001980
11581, 1474131.36, 4935860.04, 0.00, 2, 308, 828.775142
11582, 1474062.74, 4935831.82, 0.00, 2, 308, 1061.680610
11583, 1474091.27, 4935588.01, 0.00, 2, 308, 996.515191
11584, 1474353.61, 4935494.62, 0.00, 2, 308, 960.207171
11585, 1474371.44, 4935704.23, 0.00, 2, 308, 1237.622820
11586, 1474217.44, 4935515.30, 0.00, 2, 308, 1139.802820
11587, 1474179.36, 4935650.50, 0.00, 2, 308, 1123.592650
11588, 1474308.17, 4935714.00, 0.00, 2, 308, 1060.208420
11589, 1474240.15, 4935361.59, 0.00, 2, 308, 959.847032
11590, 1474268.91, 4935601.03, 0.00, 2, 308, 1085.206510
11591, 1474265.43, 4935671.31, 0.00, 2, 308, 1140.747340
11592, 1474207.07, 4935706.16, 0.00, 2, 308, 1239.841760
11593, 1458708.71, 4928581.66, 0.00, 1, 159, 1031.230540
11594, 1458051.10, 4927741.36, 0.00, 2, 322, 1193.159300
11595, 1451758.53, 4915876.97, 0.00, 0, 415, 464.032820
11596, 1451818.36, 4915938.76, 0.00, 0, 415, 507.428112
11597, 1451435.12, 4915989.13, 0.00, 0, 415, 375.254687
11598, 1451489.07, 4915845.04, 0.00, 0, 415, 389.781044
11599, 1451643.30, 4915846.21, 0.00, 0, 415, 323.663544
11600, 1451653.76, 4915955.45, 0.00, 0, 415, 344.795606
11601, 1451786.79, 4916196.94, 0.00, 0, 415, 430.534456
11602, 1451091.13, 4916350.56, 0.00, 0, 415, 385.673805
11603, 1451338.23, 4916043.41, 0.00, 0, 415, 537.221609
11604, 1451402.92, 4915884.40, 0.00, 0, 415, 444.040129
11605, 1451486.70, 4915967.01, 0.00, 0, 415, 477.069789
11606, 1451323.52, 4915941.44, 0.00, 0, 415, 452.723427
11607, 1451557.90, 4916082.42, 0.00, 0, 415, 450.662190
11608, 1451324.88, 4916097.92, 0.00, 0, 415, 587.127668
11609, 1451423.18, 4916043.05, 0.00, 0, 415, 449.677150
11610, 1451321.43, 4916319.27, 0.00, 0, 415, 374.240889
11611, 1476972.81, 4925778.58, 0.00, 2, 308, 1173.781130
11612, 1476852.00, 4925721.19, 0.00, 2, 308, 1347.871610
11613, 1476323.44, 4925894.15, 0.00, 2, 308, 1261.567540
11614, 1476149.67, 4925810.03, 0.00, 2, 308, 1508.015980
11615, 1476393.81, 4926042.48, 0.00, 2, 308, 1130.922490
11616, 1476223.89, 4926151.03, 0.00, 2, 308, 1575.839250
11617, 1476442.33, 4926195.92, 0.00, 2, 308, 1006.186630
11618, 1476206.39, 4926212.59, 0.00, 2, 308, 1429.263300
11619, 1476413.93, 4925989.19, 0.00, 2, 308, 1032.714880
11620, 1476292.95, 4926058.15, 0.00, 2, 308, 1193.642940
11621, 1470889.51, 4921318.12, 0.00, 2, 307, 1132.848890
11622, 1470735.04, 4921385.81, 0.00, 2, 307, 1022.109050
11623, 1469979.47, 4921323.25, 0.00, 2, 307, 1562.466630
11624, 1470128.86, 4921238.07, 0.00, 2, 307, 1487.129340
11625, 1470150.56, 4921453.52, 0.00, 2, 307, 1411.843050
11626, 1469952.65, 4921486.93, 0.00, 2, 307, 1303.507050
11627, 1470158.26, 4921355.76, 0.00, 2, 307, 1490.889210
11628, 1470089.12, 4921277.96, 0.00, 2, 307, 1298.584240
11629, 1452046.44, 4914737.20, 0.00, 0, 415, 360.544860
11630, 1452044.36, 4914860.74, 0.00, 0, 415, 325.328954
11631, 1454814.60, 4916288.83, 0.00, 0, 415, 603.446116
11632, 1454837.67, 4916475.96, 0.00, 0, 415, 604.159393
11633, 1454849.78, 4916232.94, 0.00, 0, 415, 712.120519
11634, 1455014.83, 4916549.61, 0.00, 0, 415, 621.549217
11635, 1455038.38, 4916665.60, 0.00, 0, 415, 570.309186
11636, 1454404.44, 4916661.79, 0.00, 0, 415, 406.643264
11637, 1454290.80, 4916539.09, 0.00, 0, 415, 423.275830
11638, 1454357.51, 4916530.44, 0.00, 0, 415, 445.189239
11639, 1454291.58, 4916214.94, 0.00, 0, 415, 579.099546
11640, 1454203.71, 4916327.82, 0.00, 0, 415, 607.248594
11641, 1454464.79, 4917090.10, 0.00, 0, 415, 520.121453
11642, 1454178.27, 4916385.29, 0.00, 0, 415, 520.940200
11643, 1452793.82, 4926994.39, 0.00, 0, 415, 761.641512
11644, 1453160.85, 4927059.63, 0.00, 0, 415, 625.338340
11645, 1467460.55, 4920663.31, 0.00, 2, 307, 1218.325400
11646, 1467016.91, 4920859.34, 0.00, 2, 307, 1215.678440
11647, 1467042.78, 4920477.22, 0.00, 2, 307, 1167.144190
11648, 1467068.25, 4920557.88, 0.00, 2, 307, 981.924902
11649, 1467098.21, 4920426.20, 0.00, 2, 307, 981.442351
11650, 1467031.58, 4920693.32, 0.00, 2, 307, 1097.531090
11651, 1467107.25, 4920349.03, 0.00, 2, 307, 1038.525760
11652, 1467155.12, 4920534.76, 0.00, 2, 307, 979.839550
11653, 1467199.38, 4920255.49, 0.00, 2, 307, 1234.225010
11654, 1467211.28, 4920442.21, 0.00, 2, 307, 1114.710300
11655, 1467197.13, 4920759.99, 0.00, 2, 307, 1269.924270
11656, 1466967.59, 4920819.38, 0.00, 2, 307, 1130.115200
11657, 1467179.35, 4920115.86, 0.00, 2, 307, 1104.353420
11658, 1467349.05, 4920432.91, 0.00, 2, 307, 1362.516410
11659, 1467236.37, 4920379.03, 0.00, 2, 307, 1277.235230
11660, 1467312.15, 4920373.65, 0.00, 2, 307, 1216.382130
11661, 1467183.81, 4920320.63, 0.00, 2, 307, 1100.182010
11662, 1467332.13, 4920309.51, 0.00, 2, 307, 1141.303550
11663, 1467395.10, 4920288.77, 0.00, 2, 307, 1069.658980
11664, 1467560.15, 4920277.93, 0.00, 2, 307, 1382.049460
11665, 1467407.93, 4920176.93, 0.00, 2, 307, 1322.200140
11666, 1467583.82, 4920465.96, 0.00, 2, 307, 1266.612380
11667, 1479941.98, 4931854.06, 0.00, 4, 5, 2046.690080
11668, 1479922.82, 4931976.42, 0.00, 4, 5, 2417.265540
11669, 1479459.60, 4931532.52, 0.00, 3, 52, 1915.768700
11670, 1479857.05, 4931664.10, 0.00, 4, 5, 2117.815730
11671, 1452696.65, 4915450.90, 0.00, 0, 415, 370.749634
11672, 1452633.02, 4915556.41, 0.00, 0, 415, 267.290524
11673, 1447873.29, 4925526.30, 0.00, 1, 163, 735.951224
11674, 1448289.00, 4925465.46, 0.00, 1, 163, 880.397936
11675, 1448120.56, 4925925.76, 0.00, 1, 163, 801.553435
11676, 1448202.82, 4925993.62, 0.00, 1, 163, 861.811335
11677, 1479547.64, 4931920.59, 0.00, 3, 52, 2243.971120
11678, 1479603.75, 4932030.75, 0.00, 3, 52, 1802.875200
11679, 1479502.79, 4932301.32, 0.00, 4, 5, 2158.298260
11680, 1479370.77, 4932324.93, 0.00, 4, 5, 2098.782280
11681, 1479330.89, 4931973.09, 0.00, 3, 52, 1934.216570
11682, 1479446.66, 4932086.70, 0.00, 3, 52, 1862.979620
11683, 1479433.02, 4932274.67, 0.00, 4, 5, 1942.589620
11684, 1479398.54, 4932113.01, 0.00, 3, 52, 1819.222880
11685, 1459716.21, 4928142.68, 0.00, 1, 159, 837.887355
11686, 1459888.81, 4928335.64, 0.00, 1, 159, 945.160149
11687, 1453269.23, 4915188.71, 0.00, 0, 415, 359.547098
11688, 1453558.71, 4915675.27, 0.00, 0, 415, 528.509037
11689, 1453374.07, 4915099.76, 0.00, 0, 415, 433.952308
11690, 1453531.11, 4915085.11, 0.00, 0, 415, 449.397325
11691, 1453311.57, 4915045.51, 0.00, 0, 415, 407.045720
11692, 1453432.37, 4914989.40, 0.00, 0, 415, 408.589475
11693, 1477048.11, 4926182.79, 0.00, 2, 308, 1150.018590
11694, 1476934.06, 4926131.52, 0.00, 2, 308, 1284.619070
11695, 1476828.13, 4925938.85, 0.00, 2, 308, 1157.930550
11696, 1476877.90, 4925803.78, 0.00, 2, 308, 1190.133930
11697, 1477048.96, 4925878.49, 0.00, 2, 308, 1290.042020
11698, 1476931.36, 4925827.91, 0.00, 2, 308, 1139.150430
11699, 1476760.79, 4925969.73, 0.00, 2, 308, 1287.947390
11700, 1476727.03, 4925833.50, 0.00, 2, 308, 1458.942870
11701, 1477126.59, 4926715.38, 0.00, 2, 308, 1059.999150
11702, 1476869.74, 4926555.15, 0.00, 2, 308, 1304.274770
11703, 1476953.56, 4926340.68, 0.00, 2, 308, 1116.867260
11704, 1476956.99, 4926240.99, 0.00, 2, 308, 1250.612760
11705, 1476993.05, 4926296.20, 0.00, 2, 308, 1152.591250
11706, 1477172.06, 4926242.59, 0.00, 2, 308, 1117.465070
11707, 1476987.31, 4926180.48, 0.00, 2, 308, 1385.392690
11708, 1477063.95, 4926301.87, 0.00, 2, 308, 1295.032460
11709, 1477184.10, 4926089.75, 0.00, 2, 308, 1245.606750
11710, 1477088.70, 4926248.97, 0.00, 2, 308, 1097.860100
11711, 1477105.65, 4926351.74, 0.00, 2, 308, 1179.294660
11712, 1476980.57, 4926391.02, 0.00, 2, 308, 1349.836320
11713, 1477266.97, 4926172.09, 0.00, 2, 308, 1036.623260
11714, 1477145.79, 4926139.21, 0.00, 2, 308, 1501.126280
11715, 1477381.48, 4926156.27, 0.00, 2, 308, 1150.822710
11716, 1477237.35, 4926290.77, 0.00, 2, 308, 1239.196490
11717, 1477519.93, 4926218.64, 0.00, 2, 308, 1280.374080
11718, 1477330.68, 4926267.75, 0.00, 2, 308, 1360.804380
11719, 1478445.27, 4926465.68, 0.00, 2, 308, 1250.974110
11720, 1473435.68, 4927403.27, 0.00, 3, 53, 1651.971080
11721, 1477034.00, 4926643.87, 0.00, 2, 308, 1383.213520
11722, 1476925.99, 4926596.74, 0.00, 2, 308, 1397.524020
11723, 1477545.07, 4926289.66, 0.00, 2, 308, 1073.928060
11724, 1477470.36, 4926429.88, 0.00, 2, 308, 1159.396950
11725, 1476293.44, 4927762.20, 0.00, 2, 308, 1326.983020
11726, 1476076.45, 4926519.67, 0.00, 2, 308, 1366.635110
11727, 1477608.34, 4926305.30, 0.00, 2, 308, 1332.554710
11728, 1477462.12, 4926340.00, 0.00, 2, 308, 1038.408360
11729, 1476997.12, 4926584.74, 0.00, 2, 308, 1336.460870
11730, 1476646.43, 4926773.82, 0.00, 2, 308, 1319.491100
11731, 1476922.54, 4926668.00, 0.00, 2, 308, 1255.416370
11732, 1476777.22, 4926778.27, 0.00, 2, 308, 1525.556630
11733, 1453357.22, 4916185.86, 0.00, 0, 415, 378.834483
11734, 1452884.57, 4915864.75, 0.00, 0, 415, 393.718178
11735, 1452347.28, 4915095.26, 0.00, 0, 415, 330.251764
11736, 1452323.07, 4915176.44, 0.00, 0, 415, 263.932461
11737, 1464731.49, 4927437.04, 0.00, 1, 164, 828.473383
11738, 1464691.31, 4927343.11, 0.00, 0, 421, 819.562053
11739, 1464633.53, 4927322.91, 0.00, 0, 421, 680.442567
11740, 1464678.13, 4927126.54, 0.00, 0, 421, 681.781046
11741, 1464713.96, 4927075.01, 0.00, 0, 421, 765.407936
11742, 1465023.65, 4927033.70, 0.00, 1, 164, 895.474635
11743, 1464632.41, 4927212.97, 0.00, 0, 421, 669.119003
11744, 1464799.40, 4927081.46, 0.00, 1, 164, 762.839387
11745, 1464223.11, 4927480.08, 0.00, 0, 421, 673.840704
11746, 1464741.04, 4926759.15, 0.00, 1, 164, 831.690956
11747, 1464838.88, 4927023.59, 0.00, 1, 164, 802.580730
11748, 1465011.69, 4927168.60, 0.00, 1, 164, 827.123046
11749, 1464830.39, 4927146.82, 0.00, 1, 164, 893.776195
11750, 1464955.40, 4927122.68, 0.00, 1, 164, 904.921645
11751, 1464982.51, 4927229.75, 0.00, 1, 164, 1004.284440
11752, 1464898.85, 4927156.50, 0.00, 1, 164, 848.471915
11753, 1464692.71, 4927193.47, 0.00, 0, 421, 726.423892
11754, 1464584.04, 4927159.90, 0.00, 0, 421, 682.630506
11755, 1462904.67, 4927826.65, 0.00, 1, 159, 729.822299
11756, 1464907.62, 4926741.05, 0.00, 1, 164, 761.081676
11757, 1464431.13, 4926717.92, 0.00, 1, 164, 791.502177
11758, 1464090.17, 4926657.95, 0.00, 0, 421, 689.204121
11759, 1464735.09, 4926937.37, 0.00, 1, 164, 811.260331
11760, 1465097.21, 4926923.76, 0.00, 1, 164, 827.421734
11761, 1465519.07, 4926813.51, 0.00, 1, 164, 802.358554
11762, 1465670.23, 4927212.15, 0.00, 1, 164, 745.112880
11763, 1465082.41, 4927077.14, 0.00, 1, 164, 905.604236
11764, 1465242.44, 4926936.54, 0.00, 1, 164, 977.360694
11765, 1464908.03, 4927025.14, 0.00, 1, 164, 791.435262
11766, 1465032.39, 4926957.62, 0.00, 1, 164, 828.918046
11767, 1464990.07, 4926849.89, 0.00, 1, 164, 798.363862
11768, 1465074.24, 4926808.06, 0.00, 1, 164, 788.068703
11769, 1464916.38, 4926815.48, 0.00, 1, 164, 843.588046
11770, 1465060.79, 4926747.40, 0.00, 1, 164, 858.726821
11771, 1464851.05, 4926846.46, 0.00, 1, 164, 853.752327
11772, 1464678.67, 4926602.16, 0.00, 1, 164, 690.201364
11773, 1464864.33, 4926915.62, 0.00, 1, 164, 759.640240
11774, 1464775.26, 4926710.05, 0.00, 1, 164, 705.102195
11775, 1464461.19, 4927122.16, 0.00, 0, 421, 850.600538
11776, 1464342.77, 4926824.48, 0.00, 0, 421, 834.020325
11777, 1464807.47, 4926956.06, 0.00, 1, 164, 851.882614
11778, 1464985.65, 4926922.77, 0.00, 1, 164, 826.759430
11779, 1464622.25, 4926991.24, 0.00, 0, 421, 710.801948
11780, 1464772.05, 4926822.29, 0.00, 1, 164, 857.383950
11781, 1464959.71, 4927066.47, 0.00, 1, 164, 918.846023
11782, 1464925.23, 4926957.52, 0.00, 1, 164, 867.718147
11783, 1464605.24, 4927264.71, 0.00, 0, 421, 637.791907
11784, 1464299.72, 4926985.04, 0.00, 0, 421, 646.042025
11785, 1464492.56, 4927231.00, 0.00, 0, 421, 678.828084
11786, 1464508.14, 4926993.86, 0.00, 0, 421, 750.118434
11787, 1476111.57, 4926235.86, 0.00, 3, 53, 1411.503650
11788, 1475881.63, 4926130.66, 0.00, 3, 53, 1456.243710
11789, 1476268.44, 4926006.72, 0.00, 2, 308, 1321.397820
11790, 1476052.94, 4926058.81, 0.00, 3, 53, 1410.883960
11791, 1454881.36, 4927775.37, 0.00, 0, 415, 637.539450
11792, 1454965.08, 4927637.66, 0.00, 0, 415, 705.490594
11793, 1454911.01, 4927834.04, 0.00, 0, 415, 775.938563
11794, 1455000.95, 4927727.47, 0.00, 0, 415, 810.813056
11795, 1457734.02, 4919368.73, 0.00, 1, 159, 1026.962530
11796, 1457809.50, 4919401.83, 0.00, 1, 159, 924.080969
11797, 1467326.76, 4930171.02, 0.00, 2, 307, 1323.358270
11798, 1467374.46, 4930011.97, 0.00, 2, 307, 1188.097420
11799, 1481394.95, 4929776.28, 0.00, 4, 5, 3021.670680
11800, 1481296.34, 4929851.49, 0.00, 4, 5, 2678.731150
11801, 1481472.28, 4929757.58, 0.00, 4, 5, 3017.963180
11802, 1481504.68, 4929865.37, 0.00, 4, 5, 2939.501520
11803, 1481213.90, 4929950.42, 0.00, 4, 5, 2821.606900
11804, 1480896.05, 4929806.20, 0.00, 4, 5, 2435.870850
11805, 1457924.03, 4920002.68, 0.00, 1, 159, 874.784277
11806, 1458020.76, 4919820.77, 0.00, 1, 159, 840.620752
11807, 1458009.80, 4919884.08, 0.00, 1, 159, 901.362517
11808, 1458091.93, 4919798.85, 0.00, 1, 159, 799.411687
11809, 1451467.37, 4925857.49, 0.00, 0, 415, 749.260120
11810, 1451459.53, 4925747.45, 0.00, 0, 415, 674.922060
11811, 1451409.90, 4925711.19, 0.00, 0, 415, 733.532539
11812, 1451543.89, 4925637.71, 0.00, 0, 415, 850.660356
11813, 1452051.58, 4924763.19, 0.00, 0, 415, 749.623456
11814, 1452064.48, 4925971.71, 0.00, 0, 415, 636.535934
11815, 1476449.83, 4936308.75, 0.00, 1, 165, 1002.412990
11816, 1476671.43, 4936198.16, 0.00, 1, 165, 955.572697
11817, 1476312.51, 4936279.73, 0.00, 1, 165, 874.397044
11818, 1476442.22, 4936087.60, 0.00, 1, 165, 924.545375
11819, 1476492.61, 4936286.42, 0.00, 1, 165, 900.718060
11820, 1476477.73, 4936133.33, 0.00, 1, 165, 895.367304
11821, 1481311.42, 4927885.25, 0.00, 4, 5, 2362.470690
11822, 1481506.01, 4927934.27, 0.00, 4, 5, 2652.348000
11823, 1481239.72, 4927743.44, 0.00, 4, 5, 2596.497410
11824, 1481376.29, 4927774.80, 0.00, 4, 5, 2610.428310
11825, 1481623.71, 4927802.96, 0.00, 4, 5, 2528.465410
11826, 1481689.54, 4928051.18, 0.00, 4, 5, 2651.634300
11827, 1481248.79, 4927665.70, 0.00, 4, 5, 2303.640700
11828, 1481402.32, 4927714.29, 0.00, 4, 5, 2608.499670
11829, 1481547.96, 4927697.42, 0.00, 4, 5, 2592.708820
11830, 1481440.30, 4927824.29, 0.00, 4, 5, 2374.330740
11831, 1481626.71, 4927734.52, 0.00, 4, 5, 2449.046280
11832, 1481566.84, 4927906.18, 0.00, 4, 5, 2646.000660
11833, 1481699.77, 4927706.93, 0.00, 4, 5, 2418.132450
11834, 1481736.63, 4927931.26, 0.00, 4, 5, 2353.750160
11835, 1481192.69, 4927616.06, 0.00, 4, 5, 1972.049790
11836, 1481311.07, 4927551.51, 0.00, 4, 5, 2134.853810
11837, 1481361.39, 4927498.11, 0.00, 4, 5, 2055.653600
11838, 1481488.12, 4927429.22, 0.00, 4, 5, 2315.381380
11839, 1481343.90, 4927435.30, 0.00, 4, 5, 2399.300570
11840, 1481555.75, 4927411.56, 0.00, 4, 5, 1965.294040
11841, 1481562.70, 4927833.36, 0.00, 4, 5, 2952.695370
11842, 1481733.42, 4927815.80, 0.00, 4, 5, 2804.424160
11843, 1481744.63, 4927996.16, 0.00, 4, 5, 2379.025520
11844, 1481629.43, 4927939.05, 0.00, 4, 5, 2401.508530
11845, 1481674.50, 4927837.04, 0.00, 4, 5, 2565.595660
11846, 1481772.59, 4927880.24, 0.00, 4, 5, 2483.101540
11847, 1481804.98, 4928033.50, 0.00, 4, 5, 2692.430050
11848, 1481710.60, 4928131.19, 0.00, 4, 5, 2848.361580
11849, 1481881.86, 4927961.16, 0.00, 4, 5, 2630.557780
11850, 1481927.76, 4928137.16, 0.00, 4, 5, 2808.258570
11851, 1481263.89, 4927438.34, 0.00, 4, 5, 2189.594250
11852, 1481304.62, 4927317.30, 0.00, 4, 5, 2141.418040
11853, 1481250.92, 4927231.07, 0.00, 4, 5, 2383.305790
11854, 1481408.09, 4927255.12, 0.00, 4, 5, 2125.682730
11855, 1481269.24, 4927067.22, 0.00, 4, 5, 2211.852620
11856, 1481410.14, 4927101.21, 0.00, 4, 5, 2065.175170
11857, 1481543.67, 4927220.57, 0.00, 4, 5, 1943.666890
11858, 1481458.93, 4927367.05, 0.00, 4, 5, 2022.028440
11859, 1481620.79, 4927517.49, 0.00, 4, 5, 2363.886460
11860, 1481433.41, 4927597.51, 0.00, 4, 5, 2285.988630
11861, 1481422.47, 4927524.85, 0.00, 4, 5, 2200.695410
11862, 1481561.53, 4927543.58, 0.00, 4, 5, 2900.603610
11863, 1481986.11, 4928031.28, 0.00, 4, 5, 2745.067570
11864, 1481867.81, 4928014.20, 0.00, 4, 5, 2504.445120
11865, 1447467.49, 4923975.43, 0.00, 1, 163, 866.060428
11866, 1447461.26, 4924119.18, 0.00, 1, 163, 1041.206870
11867, 1447487.42, 4924186.13, 0.00, 1, 163, 1095.097910
11868, 1447364.64, 4924170.72, 0.00, 1, 163, 884.450293
11869, 1447554.25, 4924195.57, 0.00, 1, 163, 877.606275
11870, 1447549.92, 4924325.63, 0.00, 1, 163, 901.565912
11871, 1447422.31, 4924353.91, 0.00, 1, 163, 863.297450
11872, 1447399.39, 4924247.84, 0.00, 1, 163, 779.976477
11873, 1448720.19, 4920593.60, 0.00, 1, 163, 736.335036
11874, 1448879.49, 4920551.68, 0.00, 1, 163, 793.478798
11875, 1453022.54, 4927949.92, 0.00, 0, 415, 634.555942
11876, 1452884.02, 4928143.33, 0.00, 0, 415, 589.557723
11877, 1452809.83, 4928069.90, 0.00, 0, 415, 611.892453
11878, 1452994.80, 4928093.05, 0.00, 0, 415, 529.358593
11879, 1452701.68, 4928559.47, 0.00, 0, 415, 635.423908
11880, 1452860.17, 4928554.43, 0.00, 0, 415, 462.101437
11881, 1452705.41, 4928438.42, 0.00, 0, 415, 540.641170
11882, 1452810.61, 4928511.51, 0.00, 0, 415, 543.828556
11883, 1452955.68, 4928301.47, 0.00, 0, 415, 529.042793
11884, 1453008.44, 4928407.87, 0.00, 0, 415, 689.129614
11885, 1475000.13, 4935773.50, 0.00, 1, 165, 1034.451570
11886, 1475345.65, 4935734.61, 0.00, 1, 165, 1091.570610
11887, 1451766.22, 4926163.22, 0.00, 0, 415, 706.506797
11888, 1451989.32, 4925995.21, 0.00, 0, 415, 483.684190
11889, 1451709.80, 4926128.98, 0.00, 0, 415, 586.593535
11890, 1451872.67, 4926076.80, 0.00, 0, 415, 726.183721
11891, 1452110.86, 4926003.85, 0.00, 0, 415, 660.917072
11892, 1451992.86, 4926129.32, 0.00, 0, 415, 679.743204
11893, 1451943.65, 4925940.59, 0.00, 0, 415, 607.238540
11894, 1452014.81, 4925855.22, 0.00, 0, 415, 772.836736
11895, 1451850.62, 4925939.47, 0.00, 0, 415, 651.223164
11896, 1451829.17, 4925716.91, 0.00, 0, 415, 648.446633
11897, 1452763.60, 4924786.15, 0.00, 0, 415, 667.875147
11898, 1453120.61, 4925537.10, 0.00, 0, 415, 619.504478
11899, 1451808.54, 4926045.37, 0.00, 0, 415, 639.692451
11900, 1451909.73, 4925823.23, 0.00, 0, 415, 629.016056
11901, 1451962.68, 4925870.71, 0.00, 0, 415, 656.844002
11902, 1452123.64, 4925755.46, 0.00, 0, 415, 626.148392
11903, 1451615.02, 4926052.90, 0.00, 0, 415, 683.586924
11904, 1451546.51, 4925848.05, 0.00, 0, 415, 702.737009
11905, 1451908.03, 4925759.62, 0.00, 0, 415, 718.571837
11906, 1452031.36, 4925787.47, 0.00, 0, 415, 714.844203
11907, 1451685.48, 4925809.37, 0.00, 0, 415, 630.310655
11908, 1451939.26, 4925642.55, 0.00, 0, 415, 683.919624
11909, 1451554.94, 4925689.85, 0.00, 0, 415, 738.021011
11910, 1451615.53, 4925579.11, 0.00, 0, 415, 714.424204
11911, 1452341.62, 4925910.75, 0.00, 0, 415, 726.303583
11912, 1452287.34, 4926212.08, 0.00, 0, 415, 544.268679
11913, 1451634.97, 4926055.43, 0.00, 0, 415, 738.348774
11914, 1451788.79, 4925987.36, 0.00, 0, 415, 755.390510
11915, 1452184.26, 4925972.35, 0.00, 0, 415, 579.988265
11916, 1452171.94, 4926093.30, 0.00, 0, 415, 632.038627
11917, 1452196.92, 4926148.22, 0.00, 0, 415, 637.786073
11918, 1452220.77, 4926246.96, 0.00, 0, 415, 662.781496
11919, 1452315.01, 4926102.58, 0.00, 0, 415, 734.049983
11920, 1452194.91, 4926309.07, 0.00, 0, 415, 595.401540
11921, 1452108.08, 4926327.99, 0.00, 0, 415, 616.154248
11922, 1452164.39, 4926207.71, 0.00, 0, 415, 556.780521
11923, 1447749.93, 4925426.38, 0.00, 1, 163, 861.294271
11924, 1447668.10, 4925503.58, 0.00, 1, 163, 837.125951
11925, 1447649.03, 4925572.66, 0.00, 1, 163, 788.607943
11926, 1447566.81, 4925494.17, 0.00, 1, 163, 820.373063
11927, 1447529.71, 4925289.54, 0.00, 1, 163, 786.807619
11928, 1447506.69, 4925416.65, 0.00, 1, 163, 691.470397
11929, 1447547.67, 4925232.47, 0.00, 1, 163, 850.665163
11930, 1447576.30, 4925137.90, 0.00, 1, 163, 891.734247
11931, 1463695.44, 4928133.58, 0.00, 1, 159, 878.507115
11932, 1463578.67, 4928050.14, 0.00, 1, 159, 1008.194030
11933, 1464476.36, 4927784.97, 0.00, 1, 164, 706.656429
11934, 1464399.65, 4927547.39, 0.00, 0, 421, 848.271428
11935, 1464047.87, 4927661.92, 0.00, 0, 421, 705.934383
11936, 1464327.16, 4927620.87, 0.00, 0, 421, 786.590965
11937, 1477778.14, 4926520.09, 0.00, 2, 308, 1304.212440
11938, 1477582.42, 4926491.65, 0.00, 2, 308, 1284.917140
11939, 1477470.99, 4926485.65, 0.00, 2, 308, 1235.335640
11940, 1477540.11, 4926400.66, 0.00, 2, 308, 1001.896470
11941, 1477525.49, 4926341.88, 0.00, 2, 308, 1177.038450
11942, 1477630.04, 4926386.88, 0.00, 2, 308, 1271.641100
11943, 1472909.85, 4924710.42, 0.00, 2, 307, 1605.831940
11944, 1472978.61, 4924432.21, 0.00, 2, 307, 1500.902650
11945, 1473201.54, 4924427.26, 0.00, 3, 53, 1453.029010
11946, 1472909.05, 4924464.55, 0.00, 2, 307, 1423.682030
11947, 1473150.23, 4924381.95, 0.00, 3, 53, 1430.903470
11948, 1473048.40, 4924365.31, 0.00, 2, 307, 1529.638140
11949, 1473263.93, 4924543.67, 0.00, 3, 53, 1528.808820
11950, 1473102.06, 4924405.54, 0.00, 2, 307, 1366.572560
11951, 1473001.79, 4924283.20, 0.00, 3, 53, 1535.798780
11952, 1473122.02, 4923923.65, 0.00, 3, 53, 1480.519440
11953, 1473324.31, 4924220.74, 0.00, 3, 53, 1241.473470
11954, 1473149.79, 4924029.41, 0.00, 3, 53, 1415.533570
11955, 1465522.65, 4928186.66, 0.00, 1, 164, 863.879559
11956, 1465639.68, 4927982.18, 0.00, 1, 164, 893.318097
11957, 1465369.47, 4928074.68, 0.00, 1, 164, 820.330508
11958, 1465530.00, 4928061.35, 0.00, 1, 164, 964.673643
11959, 1465763.24, 4928033.93, 0.00, 1, 164, 870.503796
11960, 1465678.90, 4928150.57, 0.00, 1, 164, 856.208693
11961, 1465351.07, 4928117.95, 0.00, 1, 164, 1057.231850
11962, 1465446.74, 4928141.68, 0.00, 1, 164, 956.198338
11963, 1465330.41, 4927814.68, 0.00, 1, 164, 816.632609
11964, 1465296.08, 4927636.96, 0.00, 1, 164, 908.569902
11965, 1465848.59, 4928020.05, 0.00, 1, 164, 890.108101
11966, 1465890.09, 4928087.07, 0.00, 1, 164, 908.545827
11967, 1465376.14, 4928034.29, 0.00, 1, 164, 1025.505110
11968, 1465447.67, 4927888.71, 0.00, 1, 164, 936.987251
11969, 1465315.11, 4928028.55, 0.00, 1, 164, 1035.997720
11970, 1465214.11, 4927939.96, 0.00, 1, 164, 817.030662
11971, 1465505.38, 4927783.30, 0.00, 1, 164, 978.584069
11972, 1465649.51, 4927744.00, 0.00, 1, 164, 735.095872
11973, 1465209.42, 4927878.96, 0.00, 1, 164, 736.467731
11974, 1465187.99, 4927846.56, 0.00, 1, 164, 830.874892
11975, 1465441.44, 4927804.72, 0.00, 1, 164, 998.560377
11976, 1465608.99, 4927866.56, 0.00, 1, 164, 850.725347
11977, 1465274.67, 4927790.84, 0.00, 1, 164, 754.463273
11978, 1465434.56, 4927622.01, 0.00, 1, 164, 938.554390
11979, 1465182.45, 4927842.20, 0.00, 1, 164, 790.561287
11980, 1465247.89, 4927729.32, 0.00, 1, 164, 676.324484
11981, 1465240.63, 4927659.82, 0.00, 1, 164, 772.455543
11982, 1465382.29, 4927757.79, 0.00, 1, 164, 932.137483
11983, 1465359.96, 4927535.37, 0.00, 1, 164, 835.480915
11984, 1465374.78, 4927677.65, 0.00, 1, 164, 966.194221
