# pid, centroid x, centroid y, centroid z, field, isovalue_min, isovalue_max, field_m_sigma, field_p_sigma, misclassification
57677, 1475106.88, 4929279.00, 0.00, 1198.128730, 1444.920000, 2052.970000, 1528.590730, 867.666726, 246.791270
57682, 1475068.32, 4929335.91, 0.00, 1383.891530, 1444.920000, 2052.970000, 2140.040960, 627.742096, 61.028470
57696, 1475157.50, 4929516.23, 0.00, 1386.824600, 1444.920000, 2052.970000, 2129.714670, 643.934528, 58.095400
57709, 1475043.27, 4929127.83, 0.00, 1382.529990, 1444.920000, 2052.970000, 1858.897340, 906.162640, 62.390010
57711, 1475018.54, 4929072.74, 0.00, 1377.035550, 1444.920000, 2052.970000, 1833.567820, 920.503278, 67.884450
57717, 1475009.19, 4929442.40, 0.00, 1415.205840, 1444.920000, 2052.970000, 1890.845790, 939.565883, 29.714160
57721, 1475307.30, 4929628.22, 0.00, 1391.896880, 1444.920000, 2052.970000, 1949.900410, 833.893348, 53.023120
57722, 1475249.24, 4929581.44, 0.00, 1399.692650, 1444.920000, 2052.970000, 1830.330290, 969.055018, 45.227350
57724, 1474980.62, 4929750.00, 0.00, 1413.251700, 1444.920000, 2052.970000, 1899.112980, 927.390410, 31.668300
57726, 1474526.77, 4929457.03, 0.00, 1360.454450, 1444.920000, 2052.970000, 1802.195810, 918.713087, 84.465550
57727, 1474646.90, 4929263.44, 0.00, 1443.028220, 1444.920000, 2052.970000, 1950.315950, 935.740479, 1.891780
57738, 1474680.12, 4929334.15, 0.00, 1355.035050, 1444.920000, 2052.970000, 1897.680030, 812.390076, 89.884950
57744, 1474859.78, 4929522.53, 0.00, 1420.354380, 1444.920000, 2052.970000, 1880.948540, 959.760215, 24.565620
57748, 1475174.34, 4930114.81, 0.00, 1426.860610, 1444.920000, 2052.970000, 1918.715810, 935.005414, 18.059390
57753, 1475100.46, 4930315.90, 0.00, 1301.139930, 1444.920000, 2052.970000, 1644.112690, 958.167165, 143.780070
57754, 1474976.03, 4930211.89, 0.00, 1353.739580, 1444.920000, 2052.970000, 1655.721340, 1051.757810, 91.180420
57755, 1475348.46, 4930047.83, 0.00, 1411.574970, 1444.920000, 2052.970000, 1922.775050, 900.374894, 33.345030
57757, 1474990.81, 4929502.83, 0.00, 1417.404360, 1444.920000, 2052.970000, 1903.982310, 930.826418, 27.515640
57761, 1475106.88, 4929511.93, 0.00, 1317.003730, 1444.920000, 2052.970000, 1820.428190, 813.579267, 127.916270
57763, 1475101.11, 4929810.02, 0.00, 1273.702750, 1444.920000, 2052.970000, 1558.743470, 988.662032, 171.217250
57764, 1474933.65, 4929672.49, 0.00, 1368.991390, 1444.920000, 2052.970000, 1789.081040, 948.901736, 75.928610
57765, 1475080.13, 4929673.28, 0.00, 1406.898570, 1444.920000, 2052.970000, 2080.862960, 732.934187, 38.021430
57770, 1475082.73, 4929887.89, 0.00, 1375.724710, 1444.920000, 2052.970000, 1809.252810, 942.196607, 69.195290
57771, 1475035.58, 4930227.63, 0.00, 1289.758280, 1444.920000, 2052.970000, 1687.745650, 891.770916, 155.161720
57773, 1474847.24, 4930205.49, 0.00, 1344.801350, 1444.920000, 2052.970000, 1972.604720, 716.997983, 100.118650
57774, 1474556.21, 4930606.74, 0.00, 1338.027970, 1444.920000, 2052.970000, 1867.411810, 808.644135, 106.892030
57780, 1474917.91, 4930033.25, 0.00, 1360.873930, 1444.920000, 2052.970000, 1936.912000, 784.835863, 84.046070
57781, 1475016.81, 4930002.23, 0.00, 1417.699460, 1444.920000, 2052.970000, 1932.156500, 903.242425, 27.220540
57805, 1473888.25, 4929058.67, 0.00, 1443.938610, 1444.920000, 2052.970000, 1932.480720, 955.396492, 0.981390
57812, 1473626.02, 4929018.01, 0.00, 1416.749390, 1444.920000, 2052.970000, 1892.914380, 940.584389, 28.170610
57890, 1473982.18, 4929617.87, 0.00, 1430.835770, 1444.920000, 2052.970000, 1812.141540, 1049.530000, 14.084230
57900, 1474059.57, 4929584.41, 0.00, 1300.489360, 1444.920000, 2052.970000, 1754.718480, 846.260250, 144.430640
57917, 1474747.55, 4930440.66, 0.00, 1324.899510, 1444.920000, 2052.970000, 1804.845550, 844.953468, 120.020490
57960, 1474010.66, 4930494.90, 0.00, 1404.418480, 1444.920000, 2052.970000, 1785.942680, 1022.894280, 40.501520
57963, 1474483.97, 4930605.38, 0.00, 1378.154460, 1444.920000, 2052.970000, 1764.609520, 991.699405, 66.765540
57976, 1474482.12, 4930739.47, 0.00, 1286.322860, 1444.920000, 2052.970000, 1720.754980, 851.890738, 158.597140
57979, 1474281.46, 4930301.46, 0.00, 1150.699490, 1444.920000, 2052.970000, 1547.855610, 753.543369, 294.220510
57980, 1474744.00, 4930514.52, 0.00, 1406.841830, 1444.920000, 2052.970000, 1994.720940, 818.962722, 38.078170
57992, 1474517.50, 4930502.12, 0.00, 1416.516790, 1444.920000, 2052.970000, 1934.694640, 898.338943, 28.403210
57994, 1474468.16, 4930550.17, 0.00, 1440.254870, 1444.920000, 2052.970000, 2110.519090, 769.990647, 4.665130
57997, 1474682.88, 4930543.19, 0.00, 1375.599700, 1444.920000, 2052.970000, 1840.343240, 910.856172, 69.320300
58003, 1474074.77, 4930924.37, 0.00, 2054.493270, 1444.920000, 2052.970000, 2659.996660, 1448.989880, 1.523270
58012, 1474015.71, 4930184.22, 0.00, 1378.258590, 1444.920000, 2052.970000, 1628.213330, 1128.303850, 66.661410
58013, 1474747.66, 4930270.70, 0.00, 1379.847550, 1444.920000, 2052.970000, 1999.471300, 760.223795, 65.072450
58036, 1474178.19, 4930235.43, 0.00, 1409.055750, 1444.920000, 2052.970000, 1951.467920, 866.643583, 35.864250
58047, 1474376.89, 4930349.54, 0.00, 1390.175890, 1444.920000, 2052.970000, 1770.691560, 1009.660220, 54.744110
58048, 1474277.69, 4930416.43, 0.00, 1434.422170, 1444.920000, 2052.970000, 1946.859870, 921.984467, 10.497830
58049, 1474445.05, 4930346.13, 0.00, 1432.778250, 1444.920000, 2052.970000, 1845.564910, 1019.991590, 12.141750
58054, 1474765.18, 4930129.63, 0.00, 1365.910080, 1444.920000, 2052.970000, 1960.912180, 770.907986, 79.009920
58055, 1474629.99, 4930429.58, 0.00, 1365.543090, 1444.920000, 2052.970000, 1820.593420, 910.492749, 79.376910
58060, 1474817.53, 4930074.60, 0.00, 1415.414640, 1444.920000, 2052.970000, 1998.248320, 832.580970, 29.505360
58075, 1474887.23, 4929975.82, 0.00, 1216.517760, 1444.920000, 2052.970000, 1788.916330, 644.119192, 228.402240
58077, 1474876.02, 4930092.29, 0.00, 1352.234460, 1444.920000, 2052.970000, 1836.650310, 867.818607, 92.685540
58089, 1474280.56, 4929749.54, 0.00, 1397.479210, 1444.920000, 2052.970000, 1803.057450, 991.900960, 47.440790
58107, 1474894.16, 4930148.90, 0.00, 1322.878450, 1444.920000, 2052.970000, 1888.915120, 756.841787, 122.041550
58108, 1474852.23, 4930279.86, 0.00, 1435.675760, 1444.920000, 2052.970000, 2019.821220, 851.530303, 9.244240
58109, 1474959.11, 4930153.82, 0.00, 1334.692450, 1444.920000, 2052.970000, 1784.084430, 885.300474, 110.227550
58111, 1474792.38, 4930331.78, 0.00, 1367.221010, 1444.920000, 2052.970000, 1783.498570, 950.943442, 77.698990
58112, 1474776.75, 4930203.90, 0.00, 1377.788600, 1444.920000, 2052.970000, 2004.349430, 751.227761, 67.131400
58113, 1474794.51, 4930409.12, 0.00, 1265.080870, 1444.920000, 2052.970000, 1859.413710, 670.748033, 179.839130
58371, 1475102.06, 4931672.06, 0.00, 1382.250350, 1444.920000, 2052.970000, 2031.188320, 733.312379, 62.669650
58377, 1475026.27, 4931633.51, 0.00, 1258.103260, 1444.920000, 2052.970000, 1814.019000, 702.187527, 186.816740
58379, 1475004.66, 4931564.22, 0.00, 1429.382530, 1444.920000, 2052.970000, 1965.794890, 892.970168, 15.537470
58380, 1475121.02, 4931545.11, 0.00, 1374.785900, 1444.920000, 2052.970000, 1727.254730, 1022.317080, 70.134100
58381, 1475128.71, 4931897.11, 0.00, 1332.312770, 1444.920000, 2052.970000, 1721.803120, 942.822425, 112.607230
58384, 1475009.33, 4932012.46, 0.00, 1435.788190, 1444.920000, 2052.970000, 1879.107010, 992.469374, 9.131810
58385, 1474866.83, 4931995.66, 0.00, 1398.211540, 1444.920000, 2052.970000, 1679.009170, 1117.413900, 46.708460
58389, 1475174.59, 4931933.04, 0.00, 1324.308750, 1444.920000, 2052.970000, 1790.191010, 858.426482, 120.611250
58392, 1475128.35, 4932043.03, 0.00, 1404.286250, 1444.920000, 2052.970000, 1915.798970, 892.773522, 40.633750
58425, 1475150.60, 4931624.84, 0.00, 1396.264070, 1444.920000, 2052.970000, 1897.543870, 894.984271, 48.655930
58482, 1475165.23, 4931994.75, 0.00, 1370.355290, 1444.920000, 2052.970000, 1899.915180, 840.795395, 74.564710
58542, 1471190.01, 4930237.34, 0.00, 2076.927530, 1444.920000, 2052.970000, 2688.441860, 1465.413200, 23.957530
58708, 1474501.69, 4929642.47, 0.00, 1313.643750, 1444.920000, 2052.970000, 1732.525970, 894.761528, 131.276250
58716, 1469136.29, 4935760.11, 0.00, 1404.443330, 1444.920000, 2052.970000, 1915.652110, 893.234547, 40.476670
46, 1448509.97, 4920705.73, 0.00, 678.602106, 765.560000, 1031.860000, 972.725471, 384.478742, 86.957894
57, 1448705.86, 4921139.37, 0.00, 696.456725, 765.560000, 1031.860000, 924.016672, 468.896777, 69.103275
58, 1448508.03, 4920746.55, 0.00, 757.203110, 765.560000, 1031.860000, 1036.071600, 478.334618, 8.356890
68, 1448565.35, 4920169.74, 0.00, 736.261997, 765.560000, 1031.860000, 961.056805, 511.467188, 29.298003
71, 1448581.64, 4920593.30, 0.00, 724.144476, 765.560000, 1031.860000, 954.832850, 493.456101, 41.415524
137, 1449627.21, 4921153.39, 0.00, 728.377079, 765.560000, 1031.860000, 1052.730930, 404.023228, 37.182921
156, 1455383.21, 4927734.65, 0.00, 647.144613, 765.560000, 1031.860000, 906.792140, 387.497087, 118.415387
157, 1448236.76, 4922660.08, 0.00, 728.910623, 765.560000, 1031.860000, 1100.236120, 357.585129, 36.649377
179, 1447910.52, 4922561.76, 0.00, 695.262256, 765.560000, 1031.860000, 905.824927, 484.699586, 70.297744
192, 1448241.73, 4922491.78, 0.00, 676.784274, 765.560000, 1031.860000, 931.689901, 421.878647, 88.775726
197, 1463726.26, 4921111.41, 0.00, 717.462383, 765.560000, 1031.860000, 1031.470380, 403.454388, 48.097617
209, 1447969.07, 4923051.44, 0.00, 686.317610, 765.560000, 1031.860000, 1033.618300, 339.016917, 79.242390
233, 1447501.49, 4923762.40, 0.00, 679.296360, 765.560000, 1031.860000, 961.706566, 396.886155, 86.263640
234, 1447414.19, 4923808.97, 0.00, 650.227444, 765.560000, 1031.860000, 932.804165, 367.650724, 115.332556
239, 1447933.78, 4922909.54, 0.00, 749.261505, 765.560000, 1031.860000, 994.558369, 503.964642, 16.298495
242, 1447831.73, 4923108.71, 0.00, 738.961214, 765.560000, 1031.860000, 1098.152520, 379.769913, 26.598786
249, 1448783.17, 4924170.10, 0.00, 765.533040, 765.560000, 1031.860000, 1120.270240, 410.795843, 0.026960
251, 1448339.18, 4923801.02, 0.00, 705.539280, 765.560000, 1031.860000, 894.423570, 516.654989, 60.020720
258, 1449284.55, 4923256.64, 0.00, 759.942276, 765.560000, 1031.860000, 1056.264220, 463.620337, 5.617724
263, 1448980.01, 4923732.40, 0.00, 693.870251, 765.560000, 1031.860000, 1010.209460, 377.531047, 71.689749
273, 1448992.04, 4923748.68, 0.00, 693.053138, 765.560000, 1031.860000, 949.904436, 436.201839, 72.506862
276, 1448985.69, 4923743.03, 0.00, 722.008495, 765.560000, 1031.860000, 1049.638760, 394.378226, 43.551505
284, 1449048.61, 4923755.16, 0.00, 744.028178, 765.560000, 1031.860000, 1056.717960, 431.338391, 21.531822
288, 1449050.28, 4923761.61, 0.00, 748.691271, 765.560000, 1031.860000, 1093.098150, 404.284394, 16.868729
294, 1449104.16, 4923735.97, 0.00, 659.905466, 765.560000, 1031.860000, 867.463377, 452.347554, 105.654534
296, 1449077.20, 4923725.28, 0.00, 750.150128, 765.560000, 1031.860000, 997.539855, 502.760401, 15.409872
304, 1448836.50, 4923934.17, 0.00, 705.400318, 765.560000, 1031.860000, 993.483566, 417.317071, 60.159682
309, 1448639.63, 4922647.17, 0.00, 764.375970, 765.560000, 1031.860000, 1059.371300, 469.380643, 1.184030
318, 1448821.18, 4923815.60, 0.00, 690.811101, 765.560000, 1031.860000, 984.034141, 397.588062, 74.748899
327, 1449112.65, 4923781.35, 0.00, 716.585666, 765.560000, 1031.860000, 996.333626, 436.837707, 48.974334
328, 1449123.21, 4923741.15, 0.00, 625.685431, 765.560000, 1031.860000, 852.371355, 398.999506, 139.874569
331, 1448839.73, 4923920.31, 0.00, 742.633403, 765.560000, 1031.860000, 1053.598800, 431.668006, 22.926597
344, 1449059.12, 4923678.96, 0.00, 690.584634, 765.560000, 1031.860000, 928.367219, 452.802048, 74.975366
346, 1449974.79, 4923640.34, 0.00, 662.937374, 765.560000, 1031.860000, 936.192547, 389.682202, 102.622626
360, 1450187.59, 4923686.65, 0.00, 707.890846, 765.560000, 1031.860000, 994.071153, 421.710539, 57.669154
393, 1449165.12, 4923787.79, 0.00, 740.946161, 765.560000, 1031.860000, 1008.187960, 473.704357, 24.613839
394, 1449144.12, 4923744.36, 0.00, 727.875246, 765.560000, 1031.860000, 936.483504, 519.266987, 37.684754
397, 1449187.03, 4923746.66, 0.00, 676.547010, 765.560000, 1031.860000, 890.015122, 463.078898, 89.012990
399, 1449161.50, 4923785.99, 0.00, 753.813334, 765.560000, 1031.860000, 1002.762520, 504.864151, 11.746666
401, 1449197.72, 4923749.59, 0.00, 737.841549, 765.560000, 1031.860000, 1019.620780, 456.062316, 27.718451
402, 1449191.09, 4923795.43, 0.00, 744.347986, 765.560000, 1031.860000, 1124.974000, 363.721971, 21.212014
404, 1449193.65, 4923797.55, 0.00, 657.703551, 765.560000, 1031.860000, 851.713051, 463.694052, 107.856449
433, 1448755.54, 4924124.66, 0.00, 763.823517, 765.560000, 1031.860000, 1118.110590, 409.536441, 1.736483
477, 1450430.60, 4923483.18, 0.00, 622.616034, 765.560000, 1031.860000, 868.086019, 377.146048, 142.943966
526, 1449341.93, 4923835.60, 0.00, 649.241666, 765.560000, 1031.860000, 897.264223, 401.219109, 116.318334
556, 1449433.46, 4923876.49, 0.00, 751.509966, 765.560000, 1031.860000, 1008.573670, 494.446266, 14.050034
584, 1449475.12, 4923886.85, 0.00, 742.435226, 765.560000, 1031.860000, 1143.380400, 341.490053, 23.124774
588, 1448870.70, 4923765.63, 0.00, 685.166730, 765.560000, 1031.860000, 951.233759, 419.099700, 80.393270
589, 1449427.89, 4923838.09, 0.00, 675.324651, 765.560000, 1031.860000, 896.514185, 454.135116, 90.235349
592, 1449500.37, 4923888.69, 0.00, 737.499094, 765.560000, 1031.860000, 994.038283, 480.959904, 28.060906
594, 1460129.84, 4927823.02, 0.00, 1083.642360, 765.560000, 1031.860000, 1373.407580, 793.877137, 51.782360
608, 1449177.50, 4923634.88, 0.00, 731.522131, 765.560000, 1031.860000, 1031.051120, 431.993145, 34.037869
611, 1449641.45, 4923945.14, 0.00, 748.367248, 765.560000, 1031.860000, 1051.639710, 445.094790, 17.192752
622, 1449752.24, 4924044.37, 0.00, 656.509722, 765.560000, 1031.860000, 936.595498, 376.423946, 109.050278
623, 1449715.56, 4924041.20, 0.00, 721.923157, 765.560000, 1031.860000, 972.050787, 471.795528, 43.636843
627, 1449757.50, 4924048.38, 0.00, 732.161648, 765.560000, 1031.860000, 1122.445960, 341.877337, 33.398352
628, 1449592.92, 4923950.76, 0.00, 724.567309, 765.560000, 1031.860000, 1033.284440, 415.850176, 40.992691
635, 1458111.23, 4928422.68, 0.00, 742.433839, 765.560000, 1031.860000, 954.332266, 530.535411, 23.126161
636, 1449754.01, 4923946.70, 0.00, 755.860686, 765.560000, 1031.860000, 1154.478310, 357.243066, 9.699314
650, 1449760.33, 4923901.28, 0.00, 713.058979, 765.560000, 1031.860000, 1085.278250, 340.839705, 52.501021
653, 1449657.03, 4924049.18, 0.00, 756.945255, 765.560000, 1031.860000, 1046.694330, 467.196176, 8.614745
654, 1449735.63, 4924063.86, 0.00, 673.945839, 765.560000, 1031.860000, 1019.715440, 328.176238, 91.614161
660, 1449670.41, 4924085.23, 0.00, 752.527173, 765.560000, 1031.860000, 1029.951330, 475.103016, 13.032827
680, 1449888.81, 4924128.11, 0.00, 734.949496, 765.560000, 1031.860000, 933.998261, 535.900732, 30.610504
706, 1448203.14, 4925182.07, 0.00, 731.354126, 765.560000, 1031.860000, 1032.802800, 429.905449, 34.205874
709, 1448334.74, 4924916.28, 0.00, 753.126955, 765.560000, 1031.860000, 1090.824100, 415.429812, 12.433045
714, 1447279.75, 4925264.59, 0.00, 697.011385, 765.560000, 1031.860000, 978.517218, 415.505552, 68.548615
715, 1447256.64, 4925004.29, 0.00, 736.544420, 765.560000, 1031.860000, 1091.445130, 381.643712, 29.015580
723, 1448300.49, 4925088.39, 0.00, 665.693306, 765.560000, 1031.860000, 988.002163, 343.384449, 99.866694
725, 1448304.80, 4925085.12, 0.00, 676.728033, 765.560000, 1031.860000, 954.762842, 398.693223, 88.831967
730, 1448252.75, 4925156.99, 0.00, 741.218134, 765.560000, 1031.860000, 1028.959020, 453.477248, 24.341866
741, 1448199.93, 4925063.38, 0.00, 704.166371, 765.560000, 1031.860000, 957.180472, 451.152270, 61.393629
750, 1447375.87, 4925427.97, 0.00, 610.855826, 765.560000, 1031.860000, 869.630442, 352.081210, 154.704174
752, 1447166.76, 4925409.81, 0.00, 733.357598, 765.560000, 1031.860000, 1048.990110, 417.725086, 32.202402
753, 1447025.92, 4925234.32, 0.00, 731.814824, 765.560000, 1031.860000, 1019.714070, 443.915579, 33.745176
758, 1447510.40, 4925483.74, 0.00, 670.987580, 765.560000, 1031.860000, 881.647285, 460.327876, 94.572420
761, 1456044.55, 4927337.52, 0.00, 711.405219, 765.560000, 1031.860000, 985.353924, 437.456515, 54.154781
780, 1448271.89, 4925222.54, 0.00, 744.718242, 765.560000, 1031.860000, 1073.896120, 415.540369, 20.841758
799, 1448129.76, 4923010.94, 0.00, 722.345327, 765.560000, 1031.860000, 967.076937, 477.613717, 43.214673
801, 1448302.78, 4925016.20, 0.00, 716.261808, 765.560000, 1031.860000, 924.669604, 507.854012, 49.298192
827, 1448096.88, 4924899.28, 0.00, 763.466439, 765.560000, 1031.860000, 1049.749190, 477.183691, 2.093561
831, 1450328.03, 4923776.25, 0.00, 654.129866, 765.560000, 1031.860000, 876.541770, 431.717961, 111.430134
832, 1448421.72, 4925225.23, 0.00, 762.928733, 765.560000, 1031.860000, 1076.683150, 449.174310, 2.631267
843, 1465790.73, 4928175.51, 0.00, 1140.651460, 765.560000, 1031.860000, 1468.874320, 812.428591, 108.791460
858, 1448462.61, 4925606.07, 0.00, 753.734087, 765.560000, 1031.860000, 999.121724, 508.346449, 11.825913
868, 1448451.57, 4925366.98, 0.00, 635.935678, 765.560000, 1031.860000, 978.302909, 293.568447, 129.624322
878, 1447373.58, 4925749.74, 0.00, 738.481645, 765.560000, 1031.860000, 1025.556550, 451.406740, 27.078355
897, 1447510.44, 4926079.10, 0.00, 731.813505, 765.560000, 1031.860000, 1009.390250, 454.236758, 33.746495
903, 1447535.81, 4926094.37, 0.00, 718.186785, 765.560000, 1031.860000, 999.736564, 436.637006, 47.373215
904, 1447524.86, 4926086.85, 0.00, 707.467163, 765.560000, 1031.860000, 1020.070430, 394.863891, 58.092837
905, 1447518.64, 4926082.47, 0.00, 617.572610, 765.560000, 1031.860000, 1025.987060, 209.158162, 147.987390
910, 1447547.65, 4926101.27, 0.00, 547.278405, 765.560000, 1031.860000, 844.447924, 250.108886, 218.281595
922, 1447534.55, 4924836.99, 0.00, 683.776566, 765.560000, 1031.860000, 1035.232680, 332.320456, 81.783434
939, 1447779.85, 4926174.82, 0.00, 709.679654, 765.560000, 1031.860000, 1049.227100, 370.132210, 55.880346
940, 1447795.87, 4926160.87, 0.00, 703.254541, 765.560000, 1031.860000, 970.742797, 435.766286, 62.305459
941, 1447788.30, 4926164.99, 0.00, 643.621049, 765.560000, 1031.860000, 896.157016, 391.085082, 121.938951
951, 1447662.66, 4926191.98, 0.00, 687.037856, 765.560000, 1031.860000, 1004.866690, 369.209018, 78.522144
1000, 1463351.15, 4921153.39, 0.00, 706.504065, 765.560000, 1031.860000, 944.322526, 468.685604, 59.055935
1010, 1447870.76, 4925925.61, 0.00, 718.587507, 765.560000, 1031.860000, 1008.130280, 429.044739, 46.972493
1030, 1448241.90, 4925674.31, 0.00, 751.849716, 765.560000, 1031.860000, 1037.131090, 466.568347, 13.710284
1037, 1448105.79, 4926011.13, 0.00, 705.049817, 765.560000, 1031.860000, 1036.672370, 373.427260, 60.510183
1049, 1455972.13, 4927022.25, 0.00, 709.518267, 765.560000, 1031.860000, 1004.498640, 414.537897, 56.041733
1052, 1447445.81, 4924459.82, 0.00, 763.861934, 765.560000, 1031.860000, 1007.464410, 520.259454, 1.698066
1085, 1450117.17, 4924204.70, 0.00, 732.700730, 765.560000, 1031.860000, 977.669112, 487.732347, 32.859270
1087, 1457677.39, 4919915.43, 0.00, 1038.978910, 765.560000, 1031.860000, 1295.184920, 782.772896, 7.118910
1092, 1448596.17, 4924083.21, 0.00, 756.676586, 765.560000, 1031.860000, 1049.731600, 463.621576, 8.883414
1207, 1458597.82, 4919980.60, 0.00, 746.699172, 765.560000, 1031.860000, 1078.220090, 415.178250, 18.860828
1263, 1448570.66, 4920923.59, 0.00, 755.756423, 765.560000, 1031.860000, 1008.261340, 503.251502, 9.803577
1268, 1448463.93, 4925511.36, 0.00, 761.806700, 765.560000, 1031.860000, 1170.479790, 353.133613, 3.753300
1269, 1448465.64, 4925501.10, 0.00, 727.439319, 765.560000, 1031.860000, 938.097980, 516.780658, 38.120681
1272, 1448505.62, 4925321.91, 0.00, 743.576115, 765.560000, 1031.860000, 1107.911160, 379.241068, 21.983885
1287, 1448502.95, 4925329.05, 0.00, 735.638445, 765.560000, 1031.860000, 1019.022760, 452.254135, 29.921555
1318, 1463591.20, 4921101.33, 0.00, 708.960106, 765.560000, 1031.860000, 953.679839, 464.240372, 56.599894
1544, 1449887.90, 4923586.96, 0.00, 609.528141, 765.560000, 1031.860000, 854.671798, 364.384484, 156.031859
1631, 1460167.67, 4921086.40, 0.00, 763.942751, 765.560000, 1031.860000, 1037.491370, 490.394135, 1.617249
1678, 1455332.69, 4926950.13, 0.00, 733.646728, 765.560000, 1031.860000, 1017.166800, 450.126653, 31.913272
1722, 1450273.62, 4923771.57, 0.00, 742.955421, 765.560000, 1031.860000, 974.586014, 511.324827, 22.604579
1738, 1450054.51, 4923648.84, 0.00, 718.222957, 765.560000, 1031.860000, 983.472468, 452.973445, 47.337043
1810, 1457132.13, 4918637.65, 0.00, 661.157075, 765.560000, 1031.860000, 960.391469, 361.922681, 104.402925
1815, 1457066.85, 4918249.91, 0.00, 733.604951, 765.560000, 1031.860000, 1012.400870, 454.809035, 31.955049
1820, 1457214.48, 4918337.47, 0.00, 733.617207, 765.560000, 1031.860000, 1089.474180, 377.760237, 31.942793
1828, 1457322.89, 4919129.76, 0.00, 715.585774, 765.560000, 1031.860000, 960.366617, 470.804931, 49.974226
1832, 1460544.04, 4920842.82, 0.00, 713.799692, 765.560000, 1031.860000, 1005.940960, 421.658427, 51.760308
1833, 1457279.59, 4918739.28, 0.00, 763.437188, 765.560000, 1031.860000, 1102.094190, 424.780188, 2.122812
1839, 1457206.94, 4918252.82, 0.00, 708.262745, 765.560000, 1031.860000, 998.968541, 417.556950, 57.297255
1846, 1457491.59, 4919291.08, 0.00, 753.237057, 765.560000, 1031.860000, 1074.154780, 432.319332, 12.322943
1849, 1457516.08, 4919325.50, 0.00, 717.173586, 765.560000, 1031.860000, 933.369078, 500.978095, 48.386414
1860, 1459846.74, 4921188.85, 0.00, 730.051906, 765.560000, 1031.860000, 944.641810, 515.462002, 35.508094
1870, 1462198.30, 4921210.59, 0.00, 688.806457, 765.560000, 1031.860000, 1078.870840, 298.742071, 76.753543
1886, 1458711.60, 4920038.95, 0.00, 677.410595, 765.560000, 1031.860000, 941.003509, 413.817682, 88.149405
1893, 1458667.70, 4920056.04, 0.00, 747.323021, 765.560000, 1031.860000, 968.311536, 526.334507, 18.236979
1915, 1463618.37, 4921462.87, 0.00, 726.340164, 765.560000, 1031.860000, 1014.294050, 438.386281, 39.219836
1934, 1459609.57, 4920704.80, 0.00, 760.839413, 765.560000, 1031.860000, 1052.206770, 469.472056, 4.720587
1937, 1459083.11, 4920536.42, 0.00, 724.046564, 765.560000, 1031.860000, 1126.295900, 321.797225, 41.513436
1948, 1462106.05, 4921305.55, 0.00, 764.045773, 765.560000, 1031.860000, 1076.879690, 451.211860, 1.514227
1956, 1459854.35, 4920837.92, 0.00, 751.850307, 765.560000, 1031.860000, 1090.162500, 413.538109, 13.709693
1959, 1459801.69, 4920717.32, 0.00, 693.025857, 765.560000, 1031.860000, 865.255792, 520.795923, 72.534143
1960, 1459995.01, 4921255.05, 0.00, 681.437730, 765.560000, 1031.860000, 967.992924, 394.882536, 84.122270
1968, 1461975.19, 4921238.36, 0.00, 711.285250, 765.560000, 1031.860000, 999.983285, 422.587216, 54.274750
1969, 1460920.62, 4920964.10, 0.00, 732.254258, 765.560000, 1031.860000, 1026.824000, 437.684517, 33.305742
1993, 1460554.75, 4920739.72, 0.00, 719.609552, 765.560000, 1031.860000, 1023.374060, 415.845046, 45.950448
2004, 1460528.55, 4920778.41, 0.00, 740.805304, 765.560000, 1031.860000, 1052.225570, 429.385039, 24.754696
2005, 1461182.08, 4920978.21, 0.00, 751.207167, 765.560000, 1031.860000, 1058.206740, 444.207592, 14.352833
2006, 1461597.03, 4921136.03, 0.00, 718.801405, 765.560000, 1031.860000, 1086.859940, 350.742870, 46.758595
2008, 1462122.21, 4920870.54, 0.00, 714.448778, 765.560000, 1031.860000, 1032.818160, 396.079395, 51.111222
2013, 1461389.71, 4920894.13, 0.00, 749.880622, 765.560000, 1031.860000, 1033.957210, 465.804031, 15.679378
2026, 1461699.18, 4921289.79, 0.00, 733.303518, 765.560000, 1031.860000, 1106.484240, 360.122798, 32.256482
2062, 1447452.30, 4925333.39, 0.00, 670.520095, 765.560000, 1031.860000, 930.911232, 410.128957, 95.039905
2067, 1462363.07, 4920874.14, 0.00, 761.923113, 765.560000, 1031.860000, 994.598526, 529.247699, 3.636887
2079, 1462170.94, 4920864.80, 0.00, 688.345644, 765.560000, 1031.860000, 981.675710, 395.015578, 77.214356
2084, 1447440.71, 4925410.21, 0.00, 697.168178, 765.560000, 1031.860000, 909.144106, 485.192250, 68.391822
2089, 1463546.74, 4921495.69, 0.00, 732.072212, 765.560000, 1031.860000, 1130.299880, 333.844544, 33.487788
2095, 1463959.55, 4920957.50, 0.00, 756.234795, 765.560000, 1031.860000, 1038.250000, 474.219596, 9.325205
2101, 1463403.65, 4920831.34, 0.00, 756.249632, 765.560000, 1031.860000, 1080.708590, 431.790678, 9.310368
2116, 1447842.41, 4923258.19, 0.00, 1055.788940, 765.560000, 1031.860000, 1325.777270, 785.800607, 23.928940
2148, 1457044.53, 4921042.89, 0.00, 756.594717, 765.560000, 1031.860000, 995.165535, 518.023898, 8.965283
2199, 1452633.61, 4923940.11, 0.00, 733.905145, 765.560000, 1031.860000, 988.894993, 478.915296, 31.654855
2205, 1448333.25, 4924931.62, 0.00, 744.570079, 765.560000, 1031.860000, 1039.968550, 449.171606, 20.989921
