SCALAR_FIELD 53872
2
2
3
2
2
3
2
3
3
2
3
2
2
2
2
3
2
2
3
2
2
3
3
2
2
2
3
2
2
3
2
2
2
3
3
2
3
2
3
2
2
2
2
2
2
2
2
3
2
3
3
2
3
2
3
2
3
2
2
2
3
2
2
3
2
3
3
2
2
2
2
3
2
2
2
3
2
3
2
3
3
2
2
2
2
3
2
2
2
3
3
2
2
2
2
2
2
3
3
3
2
3
2
3
3
2
3
2
2
3
2
3
3
2
2
2
3
2
2
3
2
3
3
2
2
2
2
2
3
2
2
2
3
2
2
3
2
2
2
3
2
3
2
2
3
2
3
2
2
3
2
3
3
2
2
3
2
2
3
2
2
2
2
3
2
3
3
2
2
3
2
3
3
2
2
2
2
2
2
2
2
2
2
2
2
3
2
3
3
2
3
2
2
3
2
2
3
2
2
3
2
3
3
2
3
2
3
2
2
3
2
3
2
2
2
2
2
3
3
2
2
2
2
2
3
3
2
2
2
3
2
3
2
2
3
2
3
2
3
2
3
2
3
2
2
3
2
2
2
3
2
3
2
3
3
3
2
2
2
2
2
3
3
2
2
3
2
2
2
2
2
2
3
2
2
3
3
2
2
3
2
2
2
2
3
2
2
2
3
3
2
2
2
3
2
2
2
3
2
2
3
2
3
2
3
3
2
2
2
2
2
2
2
3
3
2
2
3
2
3
2
2
2
3
2
3
2
2
3
2
2
3
2
2
2
2
3
2
2
3
2
3
2
3
3
2
2
3
2
2
3
2
2
2
2
2
2
3
3
2
2
2
2
2
3
3
2
3
2
2
2
3
2
2
2
3
3
2
3
2
2
3
2
2
2
2
3
2
2
3
2
2
2
2
2
3
2
3
2
2
2
3
2
3
3
2
3
2
3
2
2
3
2
2
2
3
3
2
2
2
2
2
3
2
2
2
2
2
2
2
2
3
2
2
3
3
2
2
2
2
2
2
3
2
2
3
2
2
3
2
3
2
2
2
2
3
2
2
3
3
2
2
2
3
2
2
3
2
2
3
2
3
2
2
2
2
2
3
2
2
3
2
2
2
3
2
3
2
3
2
2
2
2
2
3
2
2
3
3
2
2
3
2
2
2
2
2
3
2
2
2
3
2
3
3
2
2
2
3
3
2
2
2
2
2
3
2
3
3
2
3
2
3
2
2
2
3
2
2
2
2
2
3
3
3
2
2
2
3
2
2
3
2
2
3
2
2
3
2
3
2
2
3
2
2
2
2
2
2
2
3
2
3
2
2
2
3
2
3
3
2
3
2
2
2
3
2
3
3
2
3
2
2
3
2
3
3
2
2
3
2
3
3
2
3
2
2
2
2
2
3
2
3
3
2
2
2
3
2
2
3
3
3
3
2
3
2
3
2
2
2
3
2
3
3
2
2
